Intent,Sentence
1,"I'll call you tomorrow, if you're around."
1,I'll see if we can set up a meeting on Thursday the 2nd.
1,I'll work on the transfer price agreement today or this weekend so we will have something to discuss.
1,"I'm going to Las Vegas next week, so we'll have to get together some time after next week."
1,If Cameron has to work are you available?
1,"If any of you are interested in going to the Mass, let me know and we can make plans together."
1,"If it works better, we can discuss on Tueday morning/early afternoon."
1,"If it works for you, I'd be happy to come to your office on either day to meet and catch up."
1,"If not, are you available at about 3 PM houston time to discuss same?"
1,"If not, do you want to meet this weekend for a wee bit to discuss? i'm in town."
1,"If not, please forward it on to the right person and let me know who that is."
1,"If nothing happens when you click this link, please copy the link above and paste it into your web browser."
1,"If questions arise around an EOL deal, please make sure that your audience (traders, myself, etc.) knows that your are discussing an EOL trade."
1,"If so, Linda, would it be possible to have overnighted to me ""official versions"" of the letters?"
1,"If so, do you want me to meet you there?"
1,"If that date doesn't work, would you please include my assistant, Twanda Sweet, on the distribution, given that I will be out at the law conference for the rest of the day and tomorrow?"
1,"If the link above does not work, please move the message to your inbox."
1,"If the link does not open, please paste it directly into your browser and press Enter."
1,"If there's other stuff you need, or if you'd like to discuss, don't hesitate."
1,"If they are OK, pls post it and email the final back to me."
1,"If this describes you, please join us on Thursday, November 29th ."
1,"If this is not feasible, please let me know."
1,"If we don't talk between now and Thursday, we'll talk then."
1,If you are free one evening we can have dinner together.
1,"If you are going to be in town and would like to see Mark, please let me know and I would be happy to make arrangements."
1,"If you are, when do you talk to Skilling, and would you want to schedule something around that, or sooner?"
1,"If you can get away during the week to ski, that would be awesome."
1,"If you can get through a tenth of that in 5 minutes, you are much quicker than I! Also, in an amazing coincidence, your outline looks very similar to MKM's speech for the Canuck gas conference next week."
1,"If you consider you have the inquired skills and would like to be approved for this job or would like to discuss it, please reply to this email and indicate your interest."
1,"If you don't want to read any further, just head over to $LINK"
1,"If you get a free minute, can you give me a call to discuss."
1,If you happen to be in Houston on November 5th we would enjoy having you join us for the walk.
1,"If you have a chronic condition, you should talk to your health care provider about how to minimize your risk before you get pregnant."
1,"If you have a different view, lets discuss at your earliest convenience."
1,"If you have any trouble, just reply to this email and we'll help you out."
1,If you have multiple children in multiple classrooms be sure to create a Ring for each class.
1,"If you have problems viewing quotes online or you would like to speak directly to a licensed agent, call the number below:"
1,"If you need our assistance during your usage, email us and we will be happy to help you."
1,"If you no longer want to apply, go to: $LINK to retrieve and delete your application."
1,"If you should need any further information, please contact me at 713-334-2887 or 713-302-9570."
1,"If you use GMail, can you do me a quick favor?"
1,"If you want me to take care of her, let me know."
1,"If you want to attend, let me know, and we will get tickets."
1,If you want to discuss further let me know.
1,"If you want to give me a call when you have a minute, I'll conference in Mark from Aron, and we'll just confirm all this."
1,If you want to meet today that would be fine.
1,"If you were unable to confirm your personal information and do not have access to your account, please call us at (855) 331-9531 and select option 2 in order to verify your identity."
1,"If you would like to discuss this further, please give me a call."
1,If you would like to meet to discuss this let me know and we'll set up a time.
1,"If you would like to speak directly to a licensed agent, call this number and we can help:"
1,"If you'd like to attend, should we call you from the conference room?"
1,"If you'd like to discuss it further, I'd be happy to talk about it."
1,"If you'd like to discuss, feel free to give me a call at 415.782.7822."
1,"If you'd like to have a conversation that doesn't include the whole gang on the conference call about the Brattle Group stuff, give me a call and we can have a calmer, more detailed discussion without all the noise."
1,"If you'd prefer to call us to discuss your options, you can reach us at 888.486.4722."
1,"If you're not interested in receiving emails from me ever again, you may let me know here."
1,"If your do not see our email in 15 seconds, please go to http://www.enerfax.com"
1,"If your kids will be able to attend, let me know."
1,"If your schedule were to free up suddenly, just give me a call and I can see if I could change mine to have lunch sooner."
1,"In the meantime, can I order a case of coast zin and one of cab for pick up and payment this weekend, too?"
1,"In the meantime, please take a moment to spread the word."
1,"Instead, please send messages to our customer service team at customerservice@creativeedge.com"
1,Is it possible to get a login ID and password to get into the CERA site?
1,Is next week too late for meetings?
1,Is there any chance that Lisa could get a phone in your meeting room so that I could participate by conference call?
1,Is there anything in addition to the information we included in the letter to Lynch (or that is already be publicly available) that FERC might use in its investigation and that we ought to target for public release?
1,It would be great if we could entertain you for lunch as part of the visit.
1,It would be great if we could talk this week.
1,"It would be nice if you could be at my dinner, since I probably won't know anyone else."
1,"Janelle, I was hoping that maybe we could find a half hour to discuss your thoughts on your current role."
1,"Jeff, I would like to discuss this with you and your plans in gas."
1,"Jim, lets get together in the next week or so to discuss progress."
1,John I would like to sit with you a couple days this week if you'll let me.
1,"John, can you arrange this call?"
1,Julie - Please check these deals for the correct contract/terms.
1,Just please have a relationship w/ me.
1,"Kay, can you set up a dinner with Randall."
1,"Kevin, I would like more detail on these issues of which I was not aware - lets discuss next week."
1,"Laura, I know you are busy but I need your plan submission asap so that we can discuss and finalize."
1,Leave me a voicemail and let me know how the meeting goes.
1,Let me know about that weekend.
1,Let me know how you 'd like to proceed and please give my sincere apologies (and best) to Laura.
1,Let me know if HR can not produce that for you and I can get you a copy.
1,Let me know if one afternoon this week works for you.
1,Let me know if we need to resend.
1,Let me know if you don't have anything by tomorrow.
1,Let me know if you get my attachments.
1,"Let me know if you want a copy of the note describing that process, which was sent by Cindy Olson a few weeks ago."
1,Let me know if you want to make changes.
1,Let me know what the outcome of the meeting is.
1,Let me know what you hear from Mark or Tim about their discussion.
1,Let me know what you schedule.
1,"Let me know what you think...I may go do my long run on Sunday, if you're doing one too, maybe we can meet for breakfast..."
1,Let me know when you have the right memory available to install.
1,Let me know when you want to talk dates.
1,Let me know when you would like to discuss the value that GA brought to our pipeline group.
1,Let me know you got these.
1,Let me know your impressions after the meeting.
1,"Let me know, and then we can firm up discussions topics and agendas."
1,Let us know if we can better support your email provider's spam features!
1,Let us know what kinds of stats you'd like to see!
1,Let's discuss a bit more.
1,Let's discuss a bit.
1,"Let's discuss first thing, before the day gets nuts."
1,Let's discuss if there are any problems.
1,Let's discuss on Monday.
1,Let's discuss this sometime this am.
1,Let's discuss this with Ann Elizabeth next week.
1,Let's get together for lunch some time.
1,Let's meet at Westin Oaks next to the reception around 6:30 p.m. Thursday.
1,Let's meet for lunch when you get back to the office.
1,Let's meet on Wednesday or Thursday this week.
1,Let's meet with Jeff Shankman to discuss the agenda.
1,Let's please discuss this one long and hard before making an decision.
1,"Let's schedule a meeting for Mark Taylor, you and me with the consultant who we already had conversations with."
1,Let's talk and maybe I can get the Bryson meeting rearranged.
1,Let's talk first thing in the AM to discuss.
1,Let's try to get together today or tomorrow.
1,Make sense for me to attend the meeting?
1,"Mark, you should be there if possible."
1,Marylyn Do you have a problem with me taking this to the prayer ministry tonight?
1,"Maureen, can you print out for Steve, too?"
1,Maybe on Ben's layover we can have a discussion about where we go from here from a schedule standpoint.
1,Maybe we can discuss in the am.
1,Maybe we can have a discussion then?
1,"Mike, lets discuss just after Wayne and I get together to discuss the technical book or in conjunction."
1,"Mike, please give me a call at 3-0977 and we can set up a time that is good for you to observe."
1,"Mr Kean has had me underwater since last Thursday night, but I'll resurface tomorrow, at which time we can catch up on a number of things, including bills."
1,My high score right now is 3.61 miles... let me know if you're able to beat it.
1,My phone # is below so if you need to call me please do so.
1,Norm would you mind visiting with Ms. Bernacik and explaining to her the difference between the excavation area where the underground tanks were removed and the landfarm area?
1,"Now don't shoot me, but I was wondering if it might be possible to have the meetings on Thursday mornings."
1,"Now that we sent the first blow, lets get everyone together to discuss our future steps."
1,"On the power plant, I've got a couple of guys you need to talk to."
1,"On your other issue, I understand and we'll discuss."
1,Or I could discuss these issues after 8:00 p.m. Let me know when you would like to talk and if you continue to have issues in this regard.
1,Or do you write in English American now?
1,Or we could have lunch or a beer after work on Thursday or Friday when I'm back from Portland.
1,Or we could meet at a non-I-House place during the break and catch up if you like.
1,"Otherwise, I shall be glad to join you."
1,Our meeting start at 7pm but we really don't get started praying until 8pm so if you want to touch and agree with us around that time that would be great.
1,P.S - If you want to get your whole team or department set up with Openera - let me know and I'll get you early access to our Teams edition.
1,P.S. Please do this ASAP as customer is scheduled to leave at 4pm today.
1,Perhaps you should consider it.
1,"Peter: Please send these updates to Lance Schuler, Travis McCullough and me going forward."
1,Please ACTIVATE YOUR Free ACCOUNT $LINK right away and tell us where to send your check!
1,Please Complete Your Registration Here:
1,Please accept our apologies and this extended = deal.
1,Please accept our apologies for the inconvenience.
1,Please activate this link for saving your appjog data.
1,Please be informed that you have a joining date on 05/20 in Equinox and you did not show up last 05/20 to join the ship.Can you please advise what is your valid reason.
1,Please book it for 3 nights--thurs/fri/sat.
1,"Please book me SF/NYC round trip,leaving Tues 8.2.01 at 9:15 am, returning on sunday taking the 4:15 pm from NYC."
1,Please call & I can give you Sally's available time if she needs to attend.
1,Please call him to discuss.
1,Please call me so that we may discuss.
1,Please call me to discuss your question.
1,Please call me to discuss.
1,Please call to discuss any of this at any time.
1,Please call to discuss at your convenience.
1,Please check Your Site right away.
1,Please check and update your billing information as soon as possible to ensure that your membership continues uninterrupted.
1,Please check on those marked below
1,Please check the dates for that OpRisk seminar in New York and put those on my calendar tentatively.
1,Please check the gd swap cheyenne positions for March.
1,Please complete the attached file as discussed over the phone.
1,Please confirm your Bdrive account by clicking this link:
1,Please confirm your Twitter account
1,Please confirm your Twitter account by clicking this link:
1,"Please confirm your email address by clicking the link below, it only takes a second."
1,"Please confirm your interest in a chance to win $50,000 for FREE by copying the link below into your browser:"
1,Please confirm your plans to attend the meeting and the dinner to David Winn at dwinn@swlegal.org <mailto:dwinn@swlegal.org> .
1,Please confirm your request and activate your account below:
1,Please consider supporting the Smartr team by checking out our new app.
1,Please consider the environment before printing this email.
1,Please consult your financial institution regarding when the credit will be posted to your account.
1,Please coordinate with James so that your agendas are in sync (in case of potential overlap) so that we don't convey a right hand/left hand lack of coordination.
1,Please delete all the files from your hard drive and > manually forward this virus to everyone on your mailing list.
1,Please delete me from your e-mail list.
1,"Please describe in detail, the downstream capacity available to transport this gas."
1,Please describe the steps to reproduce the bug:
1,Please discuss this with Morgan.
1,Please disregard the prior e-mail.
1,Please do not contact unless you are 21 years old.
1,Please do not delete the account and device information below as it will aid us with your support needs.
1,Please do not forward this to them.
1,Please do not submit a duplicate registration as it will delay the approval process.
1,Please do not waste anymore time because right now you have the chance to download your copy for free but that is ending soon.
1,Please don't count December out as a possible start time for the special session.
1,Please don't hestitate to call me if you want to discuss anything in more 20 detail.
1,Please download updates for your iPhone and iPad today.
1,Please download your free ebook SEO Tips: 5 Things Every WordPress Owner MUST Know here:
1,Please e-mail your additions to Janette for her to compile.
1,Please email me at natasha.stevenson@davidco.com to find out how.
1,Please email publics@davidco.com to find out how.
1,Please email us at publics@davidco.com to find out more.
1,Please email us for details: Diego@jobin-usa.com
1,Please email us for details: Eldon@job-googleapps.com
1,Please enable both prior to beginning the survey.
1,"Please enjoy 25% off* any regular priced items with coupon code 251408768 through 11:59 pm PT, Tuesday, August 27th, 2013."
1,Please familiarize yourself with our Safety tips
1,"Please fax the Friday ""package"" and the final Q2 numbers."
1,Please fax the Friday package and the final Q2 numbers.
1,Please fill him in on your discussions to date.
1,Please fill in the few blank fields including your first and last name and your funds will be deposited shortly.
1,Please fill in the fields:
1,Please fill out this survey between May 6 and May 24 and rate NJ TRANSIT on the mode of transportation you travel most frequently.
1,"Please fill out this survey between November 11th and December 2nd, 2013 and rate NJ TRANSIT on the mode of transportation you travel most frequently."
1,Please find my resume and cover letter attached.
1,Please find my resume attached.
1,Please find the attached OPML file.
1,Please find the attached file which was generated by ExcelContacts.
1,Please find the attached file which was generated by ExcelMail.
1,Please find the corresponding buttons and items in your language.
1,Please follow the steps below to submit a refund request:
1,"Please follow up with these guys and try to schedule for this afternoon, around 5:45."
1,Please forward a job scope for Jen and Craig.
1,"Please forward this information to any one you know who might benefit from a better understanding of energy derivatives, weather risk, gas-to-electricity arbitrage or electric power trading."
1,"Please forward this to any other Enron participants to review prior to our conference call with John Fielder, November 1, 2001, 11:00 a.m."
1,Please forward this to the appropriate person.
1,Please forward to Bev.
1,Please forward to Jeff.
1,Please forward to me so I can review the opinion and get final approval for the deal.
1,Please forward your e-mail to the rest of the ogc to facilitate discussion.
1,Please forward: Room Change
1,Please get it scheduled.
1,Please get this for Mark.
1,Please get with Jennifer Sabine and go over these issues with her.
1,Please get with the East Desk on this.
1,Please give Michelle Cash a call or Karen Jones in Portland.
1,Please give me a call ASAP on marketing affiliate issue on TW Enron Online deal.
1,Please give me a call and we will discuss the issues surrounding this new structure and the best way to communicate it to those involved to make this the most effective.
1,Please give me a call if you would like to discuss this.
1,Please give me a call so we can help Steve with his script for when he calls Langley.
1,Please give me a call when you get a chance to discuss the schedule I sent earlier.
1,Please give me a ring at your convenience.
1,Please give me access to execute on EOL for the Short-Term Main book.
1,Please give me your comments on this so we plan our strategy.
1,Please give me your correct address so I can mail you the copy of the cheque.
1,Please give my EOL id the ability to trade Canadian Gas products.
1,Please give your thoughts on this.
1,Please go to the following page to complete the verification process:
1,Please have Matt email the ops reports to my lotus.
1,Please help us out by taking the survey:
1,Please include Bill Bradford if possible.
1,Please include the following email addresses on the bidweek pricing data distribution list.
1,Please include the name of a contact person that Kim will need when she gets to the event.
1,Please join us in wishing Alfonso all the best in his new life.
1,Please keep in mind that I have not had a chance to discuss this proposal 20 internally.
1,Please keep this e-mail for your records.
1,Please keep this email for your records.
1,"Please let Brent know that I will be on vacation on Monday, November 20th."
1,Please let me know how to get into it as I've got about a hundred reviews to do and I'll be on the road constantly for a couple weeks.
1,Please let me know if tomorrow am works for you.
1,"Please let me know if you are available to meet on Monday, Jan. 22nd at 4:30 p.m. or Wednesday, Jan. 24th at 11:15 a.m."
1,Please let me know if you are available today to discuss this transaction with Sr. Jacoby and me.
1,Please let me know if you will be available to attend.
1,Please let me know if you would be open to scheduling a thirty-minute introductory call in the next few business days to talk in more detail.
1,"Please let me know if you would like further information, or if you would like to setup a meeting to review RedDot in action directly with your own Enron Corp website."
1,"Please let me know if you'd like to do Opus, and I'll get on it pronto."
1,"Please let me know of some days/time-slots that are open to you in the next couple of weeks, and we will try and firm up the visit."
1,Please let me know when our new socal and pg&e index descriptions are available.
1,Please let me know when we can get these contracts assigned.
1,Please let me know when you can send the maps.
1,Please let me know when you can spare 15 minutes of your valueable time to have a chance to meet with you and help you in scoping of a project which can increase your productivity multifold.
1,Please let us know what you think about Audiogalaxy Mixes and our new sharing features.
1,Please log in to $LINK
1,"Please login, complete the payment information and your full service will be activated!"
1,Please look over all your information..
1,Please look over this and get back with me on any changes you would like to make.
1,Please maintain confidentiality of this notification for your utmost protection.
1,Please make a few minor changes to the Scal product.
1,Please make the return on Sunday earlier.
1,"Please make your electronic pledge no later than Friday, August 17."
1,Please manage through PR - Dorie Hitchcock - she will require an agenda as part of the approval process.
1,Please open it with a modern email client.
1,"Please prepare drafts of the slides suggested in the attached ""agenda slide""."
1,Please print the email and the attachments.
1,Please print this page for your records
1,Please provide me with information about this deal asap.
1,Please provide your name for the credit :
1,Please purchase one of our mobile apps.Buy our mobile apps here:
1,Please put Mike on my calendar for Thursday lunch next week.
1,Please reach out to me directly and tell me what you think.
1,Please read on for more detailed agenda and information related specifically to each event.
1,"Please read the attached letter, which is the one that we sent to Dunn last week."
1,Please refer to the email application number - 104J-FUNDS-4532A.
1,Please refer to the letter for the credit amount.
1,Please refer to the letter for the final amount credited to your Wells Fargo account XXXXXXXXX2159.
1,Please reply this back to Kay Chapman and myself.
1,"Please reserve a conference room for up to 7 people for 1 hour on Wednesday, April 12th around 2:30pm."
1,Please respond to our survey.
1,Please retain a copy of this email for your records.
1,Please retain the login and password you created.
1,Please return to the site and log in using the following information.
1,Please review your complete payment schedule and recent policy changes by logging into your policy using your email address and password at:
1,Please run a report from the transport model so that I may see the changes to the delivery points.
1,"Please save this email for your records, as it contains important purchase and software activation information."
1,Please save this information for future reference:
1,Please schedule 30 minutes with Janette.
1,Please see coupon terms & conditions for more details.
1,Please send a copy of the plan to the OGC and work with Janette to schedule a meeting of the OGC to review the plan and get buy-in across the group.
1,Please send a reply so that we will know if we are operational before we start sending the data out in bidweek.
1,Please send an e-mail to support@monkeyquest.com if this email has reached you by mistake.
1,Please send it to me again so I can follow up.
1,Please send me a brief description of what ICor does.
1,Please send me a copy of the memorialized points you created relative to Mr. Stubley's brief training session.
1,Please send me an email letting me know if you will attend in person or via conference call.
1,Please send me the Meta ID.
1,Please send me the NN and TW operating reports from the minutes of the last meeting.
1,Please send me the Oglethorpe activity in excel for Dec 2000.
1,Please send me the Ogy invoice for March.
1,Please send me your resume or call me.
1,Please send out from you and me.
1,Please send the CNG stuff to
1,Please send the sources of our ferc CA analysis to becky cantrell.
1,"Please set the meeting up with Alan, Dan and me."
1,Please set up a 30 minute meeting with Cathy 36898 and we can go through it and i;ll give you a copy of all info.
1,Please take a few minutes and tell use how your experience has been so far.
1,Please take a few minutes to complete a short survey about the website.
1,Please take a look and let's discuss ASAP (Monday?) so we can get if on file at the CPUC.
1,Please take a look at these and give me a call.
1,Please take a minute to update POP and it be back to normal.
1,Please take a moment to answer one simple question by clicking either link below:
1,Please take a moment to complete this survey about your experience.
1,Please take a moment to complete your profile and execute your first sync to start enjoying the powerful features of Bookmark.
1,Please take a moment to rate this email:
1,Please take a moment to read BlackBerry's Privacy Policy found
1,Please take a moment to review the following steps to ensure timely processing and awarding of financial aid.
1,Please take a moment to verify your email.
1,Please take some time to read through everything and let us know what you think.
1,Please take two minutes to fill out this quick survey: $LINK
1,Please tap here to restore this backup to SmartTime Plus.
1,Please tell us a little about yourself by indicating your travel interests.
1,Please tell your friends and family to sign up for their FREE account at $LINK
1,Please try it: $LINK
1,Please update your 2001 budget to incorporate this new iniative.
1,Please use the following url to access your mailed notes:
1,Please use this activation code to verify your email address on the CellSpin website and activate your account.
1,Please use this link to manage your account.
1,Please use this method only if web access is not available.
1,"Please use your internet browser to access the URL address http://www.pge.com/pipeline and read the file called ""INSIDEtracc Access Goes Web!"" (Click on Archive of previous News Articles at the bottom of the PipeRanger home page.)"
1,Please validate your email address by going here:
1,Please verify your email address by copying and pasting the following link into your browser: $LINK
1,Please view it here - $LINK
1,Please view this newsletter at: $LINK
1,Please visit $LINK to use our applications.
1,Please visit RCLCrewTravel or the RCLCrewTravel mobile app to obtain the latest information.
1,Please visit the Settlement website for detailed information on how to submit a valid Exclusion Form or objection.
1,Please visit the webpage below in order to read this message in your webbrowser:
1,Please visit this blog entry for more details;
1,Please welcome our new partner Sneakpeeq.com
1,"Please, call me at 713 853 3848 on Thursday or Friday."
1,"Please, call me on Monday and we shall set u a conference call."
1,"Please, give me a call Tuesday morning and I shall carve out an hour from my schedule to discuss the paper."
1,"Please, let me know what would be convenient time to meet."
1,Pls get me to Hou. on the Thur.
1,Pls talk to Bill lets get something set up here.
1,Presume we'll talk tomorrow re: Cal solution?
1,Remember to look at your school schedule so we can book our flights to Kansas.
1,"Rick, if your schedule permits, could you participate in the first five-ten minutes of the daily EES call (10 AM CST) to give those folks a brief snapshot of what happened?"
1,"Rob, I need your re-submission of the plan document including goals and objective asap so that we can have a final discussion and finalize."
1,"Rob, lets discuss."
1,"Roger, if EPA has approved other alternate methods for determining sulfur in fuel gas, can you approve of these for our sulfur methods?"
1,"Scott, you need to make your own call on that one - I think you could add value in either."
1,See who wants to meet you.
1,"Select what type of card you would like, you could get a new card even if you have less than perfect credit."
1,Shall we meet at your house or mine and at what time?
1,Shall we try to get the Enron groups together to discuss the approach we want to take with GE in our next phone call?
1,Should we compare notes (via email) on questions 3&4 by tomorrow (Sunday) before lunch?
1,Should we make arrangements for lunch?
1,Since we are both big rich types you want to go to dinner tonight?
1,So we need to meet or I need more info from you to get a good idea of exactly what you want.
1,Steve: Let me know if you'd like to discuss.
1,Take a look at the file and then we can discuss how to combine this with current pipeline capacity and future expansions.
1,"The appearance of your site might be slightly changed however, so please review it."
1,The attached résumé was created using the ResuM8 app by Career Marketing Specialists Inc. - please visit ResuM8.net
1,The three of us probably need to get together and discuss tactics around a number of issues.
1,"Then, maybe we can get together and discuss other changes we need to make."
1,To be sure there is no abuse with your email please confirm your registration by clicking following Link:
1,"To do this, please open the following link in your web browser:"
1,"To let us know your decision about returning, please call us at 877-500-3587, today between 9 a.m. and 9 p.m. ET—it only takes a few minutes if you act now!"
1,"To view your ScanBizCards reminders in Google Calendar, please follow these steps:"
1,Toni: give me a call so we can discuss Josh.
1,Toni: please make the offer to Josh Chapa asap.
1,Tony--pls cover for us.
1,"Twadna, would you please print and then file Ecogas (not due diligence file) for me."
1,"Twanda, would you please make that change and run executables?"
1,"Twanda, would you please print this for me?"
1,"Twanda, would you please save these to my form directory and print them out for me?"
1,"Twanda, would you please set up this meeting for me?"
1,"Unless that is going to create problems, would you mind letting them know that I'm coming."
1,"We also need ro insert discussion about relation of peak to offpeak prices, as a 3:2 ratio, which is not what other parties have proposed."
1,We are going to meet with the specialist next week.
1,We are supposed to meet every Friday at 8:00 a.m.
1,We are walking distance from Enron! Please give us a call at 713-222-7667.
1,We can ask Ed on Wednesday.
1,We can discuss further on Tuesday.
1,We can discuss further when I'm in Houston tomorrow and Friday.
1,"We can discuss these comments, if you want, or just incorporate them."
1,"We can discuss what you see as the most efficient path forward, and any additions, etc, you think are necessary."
1,We can discuss when I'm in later this week.
1,We can meet at my meager apartment if you like.
1,"We can meet at my office if you'd like, or at a cafe."
1,We can start discussions with the targets in a few days.
1,We can talk more tonite about our somewhat loose but thus far effective means for getting these things done every week.
1,We can try this week if you're available.
1,We could discuss that and other suggestions at the meeting on Sunday.
1,We could discuss there.
1,We currently need survey takers from United States of America so we hope you join right away to start taking paid surveys so we can fill some of our open survey positions.
1,"We don't want to ruin the surprise, so proceed to the link below and find out what can soon be yours."
1,We have a rough roadmap of new features we would like to add but we need your help.
1,"We have invited the team to dinner Thursday, 7:00 p.m. Would you loike to join us?"
1,We love getting the opportunity to meet with you guys and
1,We love hearing from you so please provide your feedback and comments.
1,We need to discuss the Federal Power Act and checking the box.
1,We need to send a check to the agency to cover ourselves prior to the April 30 deadline.
1,We shall be very glad to meet you.
1,We shall call you to schedule a meeting to review the product.
1,We shall try to arrange a video conference with Houston when Howard is back.
1,"We should discuss further, though; very interesting idea."
1,We should discuss the continued use of Bill Ogden for non-compete litigation.
1,We should try to talk tomorrow or Friday.
1,"We try to meet every Monday night to pray over special prayer request that we have received along with praying for the needs our families, friends, church, government and even our enemies."
1,We will discuss in 2001.
1,We will discuss this next week when he comes to town.
1,We will have to meet up somewhere.
1,"We will have to pay and get out to our hole, so give yourself some time if you want to hit a few before we tee off."
1,We will meet in Herman's office on 33.
1,"We will need a follow up call anyway, once we know what to do to meet the accting objectives."
1,We will need to discuss how to adjust physical risk to match the flow constraints on EPNG.
1,We would like you and a guest to join us for the 3rd and 4th rounds of the Tour Championship on Saturday and Sunday.
1,"We would like, however, to move the meeting to 2 p.m. Tuesday."
1,We would really appreciate it if you would just take a moment to let us know about the quality of your experience.
1,We'll discuss again when I am over next week.
1,We'll have to allow extra time next Monday for a double de-brief.
1,"We'll lay out all the options and let you decide, with no judgement on our part."
1,"We'll need to discuss tomorrow on the call what position, if any, we (Enron) takes vis-a-vis New Power's attempts to get default provider."
1,We'll save the Scott Mills discussion for a later date!
1,We're going - want to join us?
1,What do you say about that?
1,What do you want to do about lunch tomorrow?
1,What is the status of your looking at the LNG contract issues?
1,What is your address??
1,What is your hotmail nickname?
1,What is your parents address?
1,What time are you arriving on Friday?
1,What will you be focused on?
1,When do you think you'll have more specifics on timing and the exact people we will be meeting with (can you send along their titles also).
1,When do you want to discuss this (or have us discuss it with the right B & P person)?
1,"When done, please forward back to me for distribution."
1,When we get together I would like to sit down and go through a number of organizational re-alignments and what we may want to do on the regulatory front to support those businesses.
1,When would you like to talk re: Mr. Bray?
1,When you download MP3 files you should download them in 128 kps format.
1,When you get a chance would you redraft the CES invoice and call me?
1,"When you get a chance, please page me at 888.916.7184."
1,When you get a minute I need to discuss the last attachment for the Co Op term sheet (the asset management one).
1,When you get a minute I would like to catch you up on these issues.
1,"When you get back, give a call and we can meet at break or have lunch or a beer after work or something."
1,"When you get to the Enron Building, please ask for me or my assistant, Twanda Sweet, and one of us will take you to the conference room."
1,Who can join me for this meeting?
1,Will it be possible for you to be here to support the accountants until 5pm?
1,Will you or someone on your team rewrite as necessary?
1,Would you be willing join us?
1,Would you check on the status of meter request 02325 and let me know where it stands?
1,"Would you like me to fax to you, or bring copies to tomorrow's meeting?"
1,Would you like to schedule a time to discuss this with me and outside counsel?
1,Would you please include my name on all future e-mails.
1,Would you please juggle the rest of my calendar to accommodate this?
1,Would you please write a description on how Consumers Energy works on the billing for title transfers?
1,"Yes, it's for finance, though you're welcome to join---we can use all the help that we can get."
1,"You have a paycheck here for *$25 waiting for Jude* from PanelBuck and they don't know your address, can you complete your profile?"
1,You have some time to sit and discuss a bit?
1,You just need to complete your full profile so we can provide the best rates and terms for it.
1,You must complete an application and meet specific eligibility requirements in order to receive financial assistance from the government.
1,You need to confirm your registration to become a full member!
1,You need to discuss this with the East Desk.
1,You should e mail her sometimes.
1,You should feel free to edit away!
1,You should however consider the Section 529 plans that I believe we have discussed previously.
1,You want to try to have lunch?
1,and give me a call today!
1, We would like to get in touch with you.
1,   Please join us for as many events as your schedule allows!
1,A dinner / lunch on Fri would work for me.
1,After your review we can make the necessary changes and modifications.
1,"Also , we need to talk about the weekend of 01/12 ."
1,"Alternatively, we can delay the conversation till next week."
1,And I like to discuss further the points you were making on the call.
1,And do you folks have a copy of the Peace letter (treatise) sent to FERC last week?
1,"And, yes, we'll get both you and Phil on Stan's calendar to go over the Operations Alliances topic...I will await their call to schedule."
1,"Any chance of finalizing the California tariff Monday morning (have a call, say, 7:30/8:00 AM PDT)?"
1,Any chance of getting a slight delay (say until next Wednesday or Thursday) to complete them?
1,Any chance of getting together with both of you?
1,"Anytime you want to go to lunch to check on the house status, I'd be glad to go..."
1,Are you available tomorow to discuss further?
1,"As well, I would suggest we start discussions with Reeding & Bates which according to both Redmond and Thompson is a live deal."
1,Ashley and I were looking forward to going out to dinner with you guys on Saturday.
1,Cheryl and John would like to extend an invitation to you and your wife to be their guests at the worthy event.
1,"Chris, I need your 2000 accomplishments and Enron resume/deal anthology before Friday."
1,Contact Joe and suggest that he meet with you while you are there or I could do it for you.
1,"Dear Ken: When the timing is right, I would like to visit with you (and Linda if appropriate) to discuss my idea of writing a scholarly but lively history of Enron."
1,Do you want to go over to the game in two weeks?
1,Glad you could join us.
1,Go to the following address;
1,"Guys, I would like to schedule a quarterly meeting to review our technical risk as a part of this reporting procedure."
1,"Guys, lets set up a meeting between the three of us on Monday ASAP to discuss."
1,He said... Let's go out and have some fun tonight.
1,"Hey, we need to talk about something else--I'm getting a pheasant hunting trip organized for late Oct. Interested?"
1,"Hi, Rick---If you don't mind, Lyn's asked that you join him at The Hyatt (am thinking the bar might just come in handy)---in front of the escalator in the lobby."
1,How about lunch today?
1,I also want to discuss any suggestion you may have on people we should be trying to recruit for this.
1,I am in hopes that we can talk further about enrolling Colleen into your school.
1,"I am interested in talking to you about Jennifer Bagwell, as well as discussing the possibility of moving Susan Scott back to my book."
1,I can meet around 10:00.
1,"I have a meeting at 11am and a class from 1pm to 2pm today so if you call or email me within those time frames and I don't respond for a while, that's why."
1,I have a time slot available at 2:00 but I can reorganize my schedule to accommodate you.
1,I have some ideas regarding the transition and would like to share them with you and/or your communication transition team.
1,"I have suggested to Harry and Carlos, that we jointly interview each applicant."
1,"I know your life is very complicated and I don't want to make it worse, but if you ever have the time and inclination to go to lunch, dinner, movie, whatever, I'd definitely be up for it."
1,I may have to get with you in the morining on this.
1,I need an extension--I'll give you any comments I have tomorrow by email.
1,"I really think that we need to get together tomorrow nite to finalize, but I don't feel like pushing it too much."
1,I shall be driving back from Waco and barring any emergency I shall join you.
